project,COM-1,COM-2,POP-1,STA-1,STA-2,STA-3,STA-4,STA-5,STA-6,STA-7,STA-8,STA-9,TEC-1,TEC-2,TEC-3,TEC-4,SWQ-1,SWQ-2.1,SWQ-2.2,SWQ-2.3,SWQ-2.4,SWQ-2.5,SWQ-2.6,SWQ-2.7,init,end,frequency (weeks),project_url
Accumulo,13978907.876366321,32959.0,2377,13,288.0,425,81.0,3,False,6.0,547.0,203.0,1133,8334.0,349.0,11812.0,0.023701425245704774,47.84,0,9,21,59,20.37519116397621,464,2011-10-06,2023-06-06,12,https://github.com/apache/Accumulo
Calcite,2750670.6920155487,35059.0,9711,10,42.0,1979,87.0,1,False,19.0,1508.0,411.0,1449,53143.0,907.0,4559.0,0.03921940763399685,49.64,0,5,30,65,5.918698682550516,466,2014-06-25,2023-05-27,12,https://github.com/apache/Calcite
CarbonData,2539688.144278939,6873.0,3444,8,414.0,712,-157.0,6,False,-36.0,583.0,235.0,229,56059.0,844.0,5185.0,0.028382012928797246,69.06,0,11,6,97,11.864714974088551,361,2016-06-28,2023-04-28,12,https://github.com/apache/CarbonData
CloudStack,2416453.158125667,11732.0,3836,11,2743.0,1002,63.0,15,False,-81.0,770.0,577.0,1688,37731.0,563.0,49409.0,0.0006735151824325902,45.63,0,45,135,244,23.12449830125917,537,2013-04-29,2023-07-07,12,https://github.com/apache/CloudStack
Iceberg,2609149.4266802445,11088.0,10266,6,-265.0,1612,-2.0,6,False,55.0,726.0,312.0,1146,34822.0,595.0,3989.0,0.0003931181204328924,117.54,23,0,3,19,57.69391076532232,151,2018-11-19,2023-07-05,12,https://github.com/apache/Iceberg
MetaModel,4544793.764252634,1725.0,454,11,13.0,148,0.0,2,False,-2.0,163.0,49.0,534,54290.0,285.0,668.0,0.0260387811634349,58.67,40,0,0,2,5.719104007038897,119,2013-08-07,2021-06-23,12,https://github.com/apache/MetaModel
incubator-Myriad,5416660.542429188,827.0,383,9,64.0,71,5.0,3,True,-10.0,83.0,39.0,17,10142.0,160.0,293.0,0.013482767337996124,16.57,7,0,2,1,9.67164868140112,125,2015-04-04,2023-04-16,12,https://github.com/apache/incubator-Myriad
Nutch,8643543.426774736,17391.0,6388,15,-13.0,1212,2.0,5,False,1.0,668.0,91.0,168,52210.0,1717.0,2500.0,0.009532422635674746,19.59,22,4,2,36,15.46306235971504,250,2009-05-21,2023-05-23,12,https://github.com/apache/Nutch
Ambari,724845.2096878157,108630.0,5423,13,231.0,1593,33.0,13,False,5.0,1730.0,302.0,5396,41014.0,2381.0,35410.0,0.04914421376592121,70.12,0,25,56,132,19.59092368148749,437,2011-09-23,2023-05-25,12,https://github.com/apache/Ambari
incubator-AriaTosca,2021894.153536083,1977.0,104,8,15.0,46,-26.0,2,False,-5.0,45.0,14.0,13,46687.0,39.0,166.0,0.05902578796561605,57.47,25,0,0,0,4.990767080900334,85,2016-08-28,2018-07-15,12,https://github.com/apache/incubator-AriaTosca
Airflow,981268.9725315516,42777.0,73697,9,-850.0,12467,600.0,5,False,207.0,4406.0,2556.0,6120,39650.0,5042.0,22722.0,0.016981101349205704,102.45,23,1,26,21,20.89982662383425,251,2015-04-13,2023-06-22,12,https://github.com/apache/Airflow
incubator-retired-Gossip,3350083.1934470586,562.0,601,8,31.0,115,-11.0,2,True,-7.0,55.0,15.0,0,34730.0,26.0,184.0,0.015492957746478873,60.95,1,0,0,0,7.396449704142012,62,2016-05-28,2018-08-27,12,https://github.com/apache/incubator-retired-Gossip
MADlib,4578358.876266247,2368.0,985,9,0.0,139,-6.0,5,False,-4.0,166.0,49.0,0,22978.0,401.0,2655.0,0.03138075313807531,0.67,0,18,19,32,29.24762463969254,510,2015-09-19,2023-05-24,12,https://github.com/apache/MADlib
Metron,1536451.5308570499,17915.0,2191,9,152.0,517,-32.0,4,False,-16.0,267.0,87.0,0,70919.0,654.0,1014.0,0.009982371991964908,55.02,44,2,2,11,16.622195269860523,243,2015-12-08,2021-01-11,12,https://github.com/apache/Metron
OpenWhisk,4038937.170552147,8876.0,13297,8,278.0,1159,-196.0,9,False,-31.0,421.0,244.0,788,22215.0,639.0,2435.0,0.0025610405306245774,126.91,40,0,2,7,8.22775635636216,165,2016-02-18,2023-05-31,12,https://github.com/apache/OpenWhisk
NetBeans,6163652.850485148,24559.0,5354,7,396.0,770,-288.0,1,False,-32.0,2944.0,245.0,4028,35397.0,1387.0,8666.0,0.014794382484384739,31.93,0,50,558,1843,28.506458371197898,2404,2017-09-01,2023-06-02,12,https://github.com/apache/NetBeans
Ratis,2242426.3148876266,9589.0,2408,7,-100.0,356,6.0,2,False,10.0,287.0,98.0,49,257.0,123.0,1728.0,0.06891093288307303,48.23,10,0,1,2,4.840945852268351,108,2017-01-31,2023-07-05,12,https://github.com/apache/Ratis
IoTDB,1695388.3322499096,12059.0,7275,6,-720.0,861,412.0,16,False,51.0,658.0,249.0,2158,3065.0,2582.0,9905.0,0.011636363636363636,60.45,0,8,26,83,18.436963715487718,326,2018-11-24,2023-06-03,12,https://github.com/apache/IoTDB
NiFi,5836551.976830905,64822.0,10080,10,301.0,2476,222.0,6,False,30.0,2840.0,573.0,3851,65696.0,311.0,9680.0,0.021173387481668533,57.79,0,15,51,173,16.829542015535157,951,2014-12-12,2023-06-03,12,https://github.com/apache/NiFi
RocketMQ,3111817.800507185,10820.0,49480,8,-76.0,10852,-15.0,7,False,35.0,1131.0,514.0,765,2381.0,983.0,7429.0,0.005765039488176982,41.19,11,4,17,56,11.889026836023302,327,2016-11-30,2023-06-02,12,https://github.com/apache/RocketMQ
Druid,11629518.145662848,19638.0,28777,12,-61.0,3533,-11.0,9,False,40.0,1244.0,596.0,2962,81231.0,3779.0,10664.0,0.002326447954637505,101.5,0,3,37,165,18.911546195139703,506,2012-10-23,2023-06-01,12,https://github.com/apache/Druid
Thrift,6918474.745455096,30510.0,23454,15,1.0,3958,0.0,8,False,5.0,2981.0,553.0,492,42113.0,604.0,6201.0,0.09769127432909494,40.5,0,12,25,108,17.279205057888035,608,2009-09-18,2023-07-07,12,https://github.com/apache/Thrift
Storm,3552503.942656813,24632.0,17014,11,152.0,4106,-23.0,7,False,-10.0,1455.0,466.0,48,45146.0,4348.0,9946.0,0.008620898413851556,27.51,43,0,9,19,7.334605944914099,243,2013-11-05,2023-07-06,12,https://github.com/apache/Storm
TinkerPop,4478703.9692521375,16462.0,4311,9,788.0,767,-42.0,1,False,5.0,729.0,228.0,73,79019.0,270.0,19813.0,0.004404706157808476,54.71,24,5,11,21,15.286766902320023,256,2015-02-07,2023-07-06,12,https://github.com/apache/TinkerPop
TrafficControl,15933231.160409557,6345.0,2178,8,688.0,348,-104.0,6,False,-3.0,206.0,149.0,1984,38653.0,1860.0,11990.0,0.007273075266759175,65.38,0,7,15,89,17.131665151269818,578,2016-09-02,2023-06-09,12,https://github.com/apache/TrafficControl
ShardingSphere,892010.8161697695,39329.0,43252,8,-867.0,6332,136.0,2,False,60.0,1618.0,557.0,9268,3576.0,5381.0,33797.0,0.0019002309404756125,116.32,35,0,18,1,31.034652179711244,83,2016-01-18,2023-06-09,12,https://github.com/apache/ShardingSphere
Kafka,4609501.732497411,71260.0,62747,13,-411.0,12651,122.0,15,False,81.0,6482.0,1146.0,3639,15110.0,280.0,16731.0,0.045037938547066336,143.95,4,7,31,60,7.434659019445073,294,2011-08-15,2023-06-06,12,https://github.com/apache/Kafka
Superset,3977338.9324889327,42565.0,115367,9,-523.0,10699,90.0,11,False,70.0,2815.0,901.0,2258,54138.0,2140.0,16594.0,0.0,47.61,31,1,19,64,18.129168876518023,632,2015-07-21,2023-06-07,12,https://github.com/apache/Superset
Pulsar,5688431.650975244,27079.0,28783,8,-570.0,3299,106.0,11,False,75.0,1217.0,619.0,6376,48897.0,2999.0,14243.0,0.01686434988330829,91.64,0,5,36,98,12.152129436885224,327,2016-06-28,2023-06-08,12,https://github.com/apache/Pulsar
Beam,12100401.482279256,73468.0,17722,8,-1219.0,3950,-17.0,32,False,64.0,3797.0,1343.0,6445,21562.0,5033.0,69139.0,0.01776143805135648,74.41,0,14,77,125,14.181809518922762,1870,2016-02-02,2023-07-09,12,https://github.com/apache/Beam
Flink,4972753.886764258,214022.0,54629,10,160.0,12023,209.0,14,False,59.0,5854.0,1529.0,12032,22524.0,6583.0,38100.0,0.024970342699888196,113.87,0,21,59,202,14.243722388194492,436,2014-06-07,2023-07-12,12,https://github.com/apache/Flink
Hudi,2915066.606126055,37493.0,10447,8,-558.0,1957,238.0,11,False,94.0,1394.0,405.0,1437,40625.0,1244.0,5472.0,0.0035314524986759274,62.98,0,7,6,58,20.8970655922514,267,2016-12-14,2023-07-10,12,https://github.com/apache/Hudi
Dubbo,3745666.679821638,25727.0,103770,12,-63.0,25918,209.0,6,False,49.0,2308.0,593.0,3456,83017.0,310.0,7637.0,0.01395754579819715,70.66,33,2,4,12,11.403020144424076,230,2012-06-19,2023-05-31,12,https://github.com/apache/Dubbo
Libcloud,2560570.7037402606,4536.0,4817,15,165.0,929,17.0,3,False,-2.0,1105.0,465.0,2529,3663.0,390.0,9642.0,0.014713451000575218,93.15,45,0,15,2,29.036188303608466,147,2009-12-11,2023-06-01,12,https://github.com/apache/Libcloud
SkyWalking,427666.6310336708,22645.0,50158,9,353.0,6228,19.0,4,False,16.0,1214.0,465.0,1086,74654.0,2861.0,4951.0,0.005518127166667657,53.27,48,0,0,7,14.91085377442059,155,2015-11-07,2023-06-17,12,https://github.com/apache/SkyWalking
incubator-retired-Weex,973964.6311881188,3195.0,29542,7,1759.0,1848,-194.0,2,False,-62.0,541.0,228.0,1284,75674.0,1688.0,10419.0,0.0019169555068260593,3.74,7,12,47,31,9.752025071498297,2394,2017-01-06,2021-05-31,12,https://github.com/apache/incubator-retired-Weex
DolphinScheduler,625084.4359781349,26952.0,25234,5,532.0,3942,12.0,13,False,38.0,984.0,479.0,1701,63593.0,1398.0,8173.0,0.014375204048318642,26.5,38,1,8,42,18.900171357163703,562,2019-03-01,2023-07-05,12,https://github.com/apache/DolphinScheduler
TrafficServer,9606571.618306352,7396.0,3987,15,-106.0,773,110.0,10,False,13.0,611.0,472.0,8501,42945.0,594.0,19309.0,0.00046136578043120483,21.49,35,1,52,4,11.583606649813456,178,2009-10-31,2023-06-19,12,https://github.com/apache/TrafficServer
